date,campaign_id,platform,impressions,clicks,conversions,spend,ctr,conversion_rate,cost_per_click,cost_per_conversion
2023-10-27,CAMP_004,Instagram Ads,30940,822,32,950.42,2.66,3.89,1.16,29.7
2023-06-12,CAMP_009,Facebook Ads,33534,254,11,104.32,0.76,4.33,0.41,9.48
2023-05-25,CAMP_003,Google Ads,11133,400,11,490.49,3.59,2.75,1.23,44.59
2023-09-05,CAMP_007,LinkedIn Ads,19539,965,49,264.81,4.94,5.08,0.27,5.4
2023-01-03,CAMP_007,Instagram Ads,32333,224,17,226.52,0.69,7.59,1.01,13.32
2023-03-02,CAMP_004,Instagram Ads,48670,307,43,729.34,0.63,14.01,2.38,16.96
2023-12-29,CAMP_006,Google Ads,57484,622,20,929.29,1.08,3.22,1.49,46.46
2023-12-13,CAMP_001,LinkedIn Ads,52630,950,1,751.95,1.81,0.11,0.79,751.95
2023-09-12,CAMP_001,LinkedIn Ads,57782,736,25,195.28,1.27,3.4,0.27,7.81
2023-04-03,CAMP_005,Facebook Ads,18685,805,3,187.3,4.31,0.37,0.23,62.43
2023-12-27,CAMP_006,Instagram Ads,41105,793,18,259.6,1.93,2.27,0.33,14.42
2023-02-28,CAMP_003,Facebook Ads,97093,934,19,834.12,0.96,2.03,0.89,43.9
2023-03-10,CAMP_003,Facebook Ads,7328,132,39,440.35,1.8,29.55,3.34,11.29
2023-12-25,CAMP_007,Google Ads,41257,440,34,651.54,1.07,7.73,1.48,19.16
2023-05-30,CAMP_005,Google Ads,12466,533,14,177.33,4.28,2.63,0.33,12.67
2023-12-22,CAMP_007,LinkedIn Ads,12234,366,2,271.25,2.99,0.55,0.74,135.62
2023-03-04,CAMP_004,Instagram Ads,82765,151,44,109.19,0.18,29.14,0.72,2.48
2023-08-28,CAMP_007,Google Ads,37251,69,14,801.2,0.19,20.29,11.61,57.23
2023-06-13,CAMP_003,Instagram Ads,97604,956,43,935.43,0.98,4.5,0.98,21.75
2023-12-16,CAMP_005,Instagram Ads,42081,49,23,549.11,0.12,46.94,11.21,23.87
2023-12-14,CAMP_002,Google Ads,71752,379,36,340.91,0.53,9.5,0.9,9.47
2023-09-05,CAMP_009,Google Ads,84901,328,27,174.43,0.39,8.23,0.53,6.46
2023-12-25,CAMP_005,Instagram Ads,12324,290,32,435.41,2.35,11.03,1.5,13.61
2023-08-19,CAMP_006,Instagram Ads,98461,509,27,889.48,0.52,5.3,1.75,32.94
2023-02-18,CAMP_002,Google Ads,35397,443,1,321.9,1.25,0.23,0.73,321.9
2023-04-06,CAMP_007,Instagram Ads,47027,501,21,578.66,1.07,4.19,1.16,27.56
2023-03-08,CAMP_004,LinkedIn Ads,95530,974,50,519.57,1.02,5.13,0.53,10.39
2023-08-14,CAMP_008,Instagram Ads,83876,502,18,500.19,0.6,3.59,1.0,27.79
2023-11-07,CAMP_001,Facebook Ads,77815,91,38,665.62,0.12,41.76,7.31,17.52
2023-08-16,CAMP_005,Google Ads,24986,911,12,362.42,3.65,1.32,0.4,30.2
2023-07-31,CAMP_009,LinkedIn Ads,32894,70,16,791.48,0.21,22.86,11.31,49.47
2023-01-24,CAMP_010,Google Ads,97353,342,25,341.51,0.35,7.31,1.0,13.66
2023-08-17,CAMP_003,Instagram Ads,17472,657,17,472.66,3.76,2.59,0.72,27.8
2023-03-02,CAMP_007,LinkedIn Ads,42123,27,25,651.91,0.06,92.59,24.14,26.08
2023-07-04,CAMP_009,LinkedIn Ads,90163,708,16,835.09,0.79,2.26,1.18,52.19
2023-11-03,CAMP_004,Instagram Ads,97292,744,14,224.63,0.76,1.88,0.3,16.04
2023-06-11,CAMP_001,Instagram Ads,82501,291,35,675.9,0.35,12.03,2.32,19.31
2023-03-04,CAMP_010,Google Ads,9688,59,36,442.46,0.61,61.02,7.5,12.29
2023-10-18,CAMP_005,Google Ads,32879,587,1,687.53,1.79,0.17,1.17,687.53
2023-07-19,CAMP_001,Google Ads,46071,224,28,352.32,0.49,12.5,1.57,12.58
2023-02-07,CAMP_009,Instagram Ads,82976,413,26,312.96,0.5,6.3,0.76,12.04
2023-08-21,CAMP_008,LinkedIn Ads,95876,533,39,413.15,0.56,7.32,0.78,10.59
2023-08-29,CAMP_009,Google Ads,90262,430,7,675.02,0.48,1.63,1.57,96.43
2023-07-29,CAMP_002,Google Ads,10436,453,1,366.95,4.34,0.22,0.81,366.95
2023-11-01,CAMP_008,LinkedIn Ads,33634,220,40,330.44,0.65,18.18,1.5,8.26
2023-04-01,CAMP_006,LinkedIn Ads,79936,764,12,388.98,0.96,1.57,0.51,32.41
2023-02-06,CAMP_001,LinkedIn Ads,17373,257,25,565.52,1.48,9.73,2.2,22.62
2023-10-02,CAMP_006,Instagram Ads,75843,765,41,883.16,1.01,5.36,1.15,21.54
2023-02-28,CAMP_007,Instagram Ads,36334,508,9,322.54,1.4,1.77,0.63,35.84
2023-02-04,CAMP_002,LinkedIn Ads,72763,179,22,282.69,0.25,12.29,1.58,12.85
2023-07-27,CAMP_001,Instagram Ads,68239,315,16,540.82,0.46,5.08,1.72,33.8
2023-11-04,CAMP_001,Facebook Ads,85026,948,15,777.39,1.11,1.58,0.82,51.83
2023-04-10,CAMP_005,Google Ads,20078,274,30,969.58,1.36,10.95,3.54,32.32
2023-06-26,CAMP_002,Facebook Ads,55229,288,8,362.04,0.52,2.78,1.26,45.26
2023-01-31,CAMP_009,Instagram Ads,99591,186,5,798.52,0.19,2.69,4.29,159.7
2023-10-17,CAMP_010,Google Ads,82095,368,4,751.26,0.45,1.09,2.04,187.81
2023-11-16,CAMP_002,Google Ads,70740,369,11,184.44,0.52,2.98,0.5,16.77
2023-05-04,CAMP_003,Facebook Ads,33515,372,18,314.56,1.11,4.84,0.85,17.48
2023-03-19,CAMP_001,Facebook Ads,91207,441,8,157.57,0.48,1.81,0.36,19.7
2023-10-28,CAMP_007,LinkedIn Ads,90524,661,46,615.21,0.73,6.96,0.93,13.37
2023-01-24,CAMP_006,Instagram Ads,10543,846,48,846.68,8.02,5.67,1.0,17.64
2023-09-28,CAMP_005,LinkedIn Ads,17886,332,4,638.61,1.86,1.2,1.92,159.65
2023-07-11,CAMP_008,Instagram Ads,4018,895,2,60.83,22.27,0.22,0.07,30.41
2023-06-05,CAMP_010,LinkedIn Ads,4827,636,35,162.58,13.18,5.5,0.26,4.65
2023-12-16,CAMP_002,Instagram Ads,74922,26,1,748.22,0.03,3.85,28.78,748.22
2023-03-07,CAMP_006,Facebook Ads,89528,21,35,448.45,0.02,166.67,21.35,12.81
2023-10-24,CAMP_001,LinkedIn Ads,88829,208,4,700.14,0.23,1.92,3.37,175.03
2023-07-17,CAMP_004,Instagram Ads,60670,650,31,496.47,1.07,4.77,0.76,16.02
2023-07-24,CAMP_004,Google Ads,46462,950,6,519.19,2.04,0.63,0.55,86.53
2023-07-30,CAMP_009,LinkedIn Ads,35312,968,42,995.0,2.74,4.34,1.03,23.69
2023-10-27,CAMP_009,LinkedIn Ads,19967,710,36,918.8,3.56,5.07,1.29,25.52
2023-01-20,CAMP_009,Facebook Ads,84646,710,3,169.33,0.84,0.42,0.24,56.44
2023-09-05,CAMP_002,LinkedIn Ads,27977,195,23,254.24,0.7,11.79,1.3,11.05
2023-07-29,CAMP_010,Facebook Ads,31146,54,13,442.32,0.17,24.07,8.19,34.02
2023-01-09,CAMP_007,Instagram Ads,37861,671,44,555.92,1.77,6.56,0.83,12.63
2023-01-18,CAMP_004,Google Ads,51535,49,45,482.17,0.1,91.84,9.84,10.71
2023-08-02,CAMP_007,Facebook Ads,2977,565,16,737.28,18.98,2.83,1.3,46.08
2023-03-20,CAMP_005,Facebook Ads,33743,70,7,207.79,0.21,10.0,2.97,29.68
2023-04-28,CAMP_005,Google Ads,24748,998,25,830.52,4.03,2.51,0.83,33.22
2023-07-08,CAMP_005,Google Ads,10277,38,18,552.08,0.37,47.37,14.53,30.67
2023-11-20,CAMP_001,LinkedIn Ads,16854,798,23,532.78,4.73,2.88,0.67,23.16
2023-06-18,CAMP_005,LinkedIn Ads,55744,918,41,459.45,1.65,4.47,0.5,11.21
2023-01-19,CAMP_003,LinkedIn Ads,75448,16,45,401.71,0.02,281.25,25.11,8.93
2023-11-04,CAMP_003,Facebook Ads,81251,167,49,420.96,0.21,29.34,2.52,8.59
2023-07-15,CAMP_008,LinkedIn Ads,44960,786,38,893.96,1.75,4.83,1.14,23.53
2023-11-26,CAMP_006,Instagram Ads,55566,393,36,285.45,0.71,9.16,0.73,7.93
2023-10-12,CAMP_003,Facebook Ads,90581,31,26,509.72,0.03,83.87,16.44,19.6
2023-12-04,CAMP_009,LinkedIn Ads,15722,611,17,292.0,3.89,2.78,0.48,17.18
2023-04-22,CAMP_001,LinkedIn Ads,2128,796,4,77.71,37.41,0.5,0.1,19.43
2023-11-19,CAMP_008,Facebook Ads,95078,957,8,646.18,1.01,0.84,0.68,80.77
2023-02-11,CAMP_008,LinkedIn Ads,48242,906,5,468.82,1.88,0.55,0.52,93.76
2023-01-31,CAMP_004,LinkedIn Ads,54457,22,23,682.48,0.04,104.55,31.02,29.67
2023-03-07,CAMP_003,Facebook Ads,59259,103,28,917.15,0.17,27.18,8.9,32.76
2023-12-13,CAMP_008,Google Ads,26305,128,48,240.43,0.49,37.5,1.88,5.01
2023-11-05,CAMP_002,Google Ads,85521,361,35,814.89,0.42,9.7,2.26,23.28
2023-01-13,CAMP_004,LinkedIn Ads,11810,567,8,273.72,4.8,1.41,0.48,34.22
2023-09-12,CAMP_003,Instagram Ads,37150,987,10,346.67,2.66,1.01,0.35,34.67
2023-09-28,CAMP_006,Facebook Ads,12299,411,30,464.16,3.34,7.3,1.13,15.47
2023-11-03,CAMP_002,Facebook Ads,10986,655,31,974.88,5.96,4.73,1.49,31.45
2023-03-13,CAMP_002,Instagram Ads,71009,559,46,775.92,0.79,8.23,1.39,16.87
2023-05-01,CAMP_002,LinkedIn Ads,68628,446,35,780.09,0.65,7.85,1.75,22.29
2023-05-25,CAMP_004,Facebook Ads,6160,975,5,738.31,15.83,0.51,0.76,147.66
2023-09-26,CAMP_004,Instagram Ads,53333,261,30,354.76,0.49,11.49,1.36,11.83
2023-10-01,CAMP_002,Facebook Ads,73275,751,41,228.38,1.02,5.46,0.3,5.57
2023-09-22,CAMP_010,Facebook Ads,60185,637,28,895.81,1.06,4.4,1.41,31.99
2023-08-10,CAMP_002,Google Ads,39519,25,42,630.91,0.06,168.0,25.24,15.02
2023-11-23,CAMP_002,Google Ads,48242,860,42,195.85,1.78,4.88,0.23,4.66
2023-01-30,CAMP_002,Instagram Ads,96881,979,45,183.67,1.01,4.6,0.19,4.08
2023-10-22,CAMP_010,Facebook Ads,63099,487,9,57.27,0.77,1.85,0.12,6.36
2023-08-06,CAMP_007,Facebook Ads,66355,265,4,389.5,0.4,1.51,1.47,97.38
2023-07-21,CAMP_003,Google Ads,97689,76,23,324.12,0.08,30.26,4.26,14.09
2023-01-15,CAMP_007,Facebook Ads,76808,107,48,702.9,0.14,44.86,6.57,14.64
2023-05-26,CAMP_009,Instagram Ads,9326,103,43,911.19,1.1,41.75,8.85,21.19
2023-07-28,CAMP_009,Google Ads,94503,871,25,626.77,0.92,2.87,0.72,25.07
2023-05-16,CAMP_009,Instagram Ads,63035,525,33,571.92,0.83,6.29,1.09,17.33
2023-01-18,CAMP_001,Facebook Ads,37417,473,50,838.29,1.26,10.57,1.77,16.77
2023-10-29,CAMP_003,Google Ads,43759,75,1,816.93,0.17,1.33,10.89,816.93
2023-10-23,CAMP_004,LinkedIn Ads,4793,773,18,373.78,16.13,2.33,0.48,20.77
2023-06-13,CAMP_007,Google Ads,8014,148,34,445.0,1.85,22.97,3.01,13.09
2023-07-24,CAMP_006,Facebook Ads,12982,981,32,402.3,7.56,3.26,0.41,12.57
2023-12-16,CAMP_001,Instagram Ads,79776,985,48,284.93,1.23,4.87,0.29,5.94
2023-04-03,CAMP_007,Instagram Ads,95674,990,29,318.36,1.03,2.93,0.32,10.98
2023-01-22,CAMP_007,LinkedIn Ads,10955,410,26,284.99,3.74,6.34,0.7,10.96
2023-03-14,CAMP_005,Google Ads,84684,646,22,615.35,0.76,3.41,0.95,27.97
2023-03-26,CAMP_007,Facebook Ads,95629,262,19,265.76,0.27,7.25,1.01,13.99
2023-01-28,CAMP_002,Facebook Ads,74131,791,7,954.26,1.07,0.88,1.21,136.32
2023-12-25,CAMP_006,Google Ads,26488,625,31,183.36,2.36,4.96,0.29,5.91
2023-04-21,CAMP_007,Google Ads,14672,130,43,675.55,0.89,33.08,5.2,15.71
2023-06-06,CAMP_006,Instagram Ads,86638,408,34,294.28,0.47,8.33,0.72,8.66
2023-01-03,CAMP_001,Instagram Ads,68226,822,40,930.23,1.2,4.87,1.13,23.26
2023-01-31,CAMP_005,Facebook Ads,43421,680,47,429.04,1.57,6.91,0.63,9.13
2023-08-31,CAMP_009,Instagram Ads,94371,567,38,500.16,0.6,6.7,0.88,13.16
2023-03-27,CAMP_008,Instagram Ads,55176,179,2,758.32,0.32,1.12,4.24,379.16
2023-06-27,CAMP_003,Google Ads,68388,239,36,923.82,0.35,15.06,3.87,25.66
2023-12-04,CAMP_009,Facebook Ads,21979,180,41,180.13,0.82,22.78,1.0,4.39
2023-02-28,CAMP_005,Facebook Ads,52460,963,12,285.12,1.84,1.25,0.3,23.76
2023-01-15,CAMP_004,LinkedIn Ads,33097,921,22,330.61,2.78,2.39,0.36,15.03
2023-09-15,CAMP_001,LinkedIn Ads,95346,559,18,917.0,0.59,3.22,1.64,50.94
2023-02-12,CAMP_001,Facebook Ads,8161,627,50,51.07,7.68,7.97,0.08,1.02
2023-03-19,CAMP_001,Google Ads,24402,52,3,974.42,0.21,5.77,18.74,324.81
2023-02-04,CAMP_005,LinkedIn Ads,90808,75,38,819.62,0.08,50.67,10.93,21.57
2023-01-13,CAMP_001,Facebook Ads,23815,232,36,627.42,0.97,15.52,2.7,17.43
2023-01-29,CAMP_001,Google Ads,53974,153,36,948.34,0.28,23.53,6.2,26.34
2023-03-05,CAMP_009,Facebook Ads,88546,429,41,611.32,0.48,9.56,1.42,14.91
2023-06-29,CAMP_001,Google Ads,53808,924,5,662.37,1.72,0.54,0.72,132.47
2023-11-07,CAMP_002,LinkedIn Ads,80874,871,23,487.41,1.08,2.64,0.56,21.19
2023-01-25,CAMP_009,LinkedIn Ads,73686,639,36,607.2,0.87,5.63,0.95,16.87
2023-06-22,CAMP_009,Instagram Ads,27984,410,31,200.26,1.47,7.56,0.49,6.46
2023-04-29,CAMP_003,LinkedIn Ads,56041,892,19,281.19,1.59,2.13,0.32,14.8
2023-06-29,CAMP_004,Google Ads,32456,699,38,92.71,2.15,5.44,0.13,2.44
2023-06-01,CAMP_002,LinkedIn Ads,60454,527,11,858.29,0.87,2.09,1.63,78.03
2023-05-24,CAMP_010,Instagram Ads,56240,93,0,908.93,0.17,0.0,9.77,
2023-03-08,CAMP_002,Instagram Ads,79940,196,19,458.4,0.25,9.69,2.34,24.13
2023-11-16,CAMP_001,Instagram Ads,73895,698,25,691.14,0.94,3.58,0.99,27.65
2023-01-19,CAMP_010,Instagram Ads,81102,91,37,472.65,0.11,40.66,5.19,12.77
2023-05-11,CAMP_006,Instagram Ads,24718,888,10,260.01,3.59,1.13,0.29,26.0
2023-10-11,CAMP_008,Facebook Ads,21750,872,31,455.37,4.01,3.56,0.52,14.69
2023-01-08,CAMP_006,Facebook Ads,60359,200,18,995.72,0.33,9.0,4.98,55.32
2023-08-07,CAMP_001,Instagram Ads,72618,443,37,614.55,0.61,8.35,1.39,16.61
2023-10-04,CAMP_005,Facebook Ads,58860,881,40,818.67,1.5,4.54,0.93,20.47
2023-10-02,CAMP_003,Google Ads,59660,509,12,204.05,0.85,2.36,0.4,17.0
2023-12-14,CAMP_001,Google Ads,29061,252,24,461.21,0.87,9.52,1.83,19.22
2023-11-25,CAMP_008,Facebook Ads,51756,405,35,704.67,0.78,8.64,1.74,20.13
2023-02-23,CAMP_005,LinkedIn Ads,63118,13,10,636.08,0.02,76.92,48.93,63.61
2023-03-12,CAMP_009,Facebook Ads,28517,181,8,516.0,0.63,4.42,2.85,64.5
2023-01-03,CAMP_004,Google Ads,33589,629,13,695.91,1.87,2.07,1.11,53.53
2023-07-04,CAMP_007,LinkedIn Ads,24569,824,50,920.84,3.35,6.07,1.12,18.42
2023-04-25,CAMP_005,Google Ads,25196,295,25,487.65,1.17,8.47,1.65,19.51
2023-09-05,CAMP_003,Google Ads,70198,217,9,891.37,0.31,4.15,4.11,99.04
2023-03-09,CAMP_006,LinkedIn Ads,50738,546,18,692.42,1.08,3.3,1.27,38.47
2023-05-09,CAMP_010,Google Ads,51286,558,24,891.8,1.09,4.3,1.6,37.16
2023-12-12,CAMP_009,Facebook Ads,94488,128,42,303.78,0.14,32.81,2.37,7.23
2023-07-16,CAMP_009,Google Ads,10253,845,14,296.76,8.24,1.66,0.35,21.2
2023-01-15,CAMP_010,Instagram Ads,94007,695,38,931.84,0.74,5.47,1.34,24.52
2023-11-09,CAMP_002,Google Ads,20147,213,8,169.5,1.06,3.76,0.8,21.19
2023-03-26,CAMP_010,LinkedIn Ads,71335,78,34,321.83,0.11,43.59,4.13,9.47
2023-10-17,CAMP_009,Google Ads,83488,366,11,822.64,0.44,3.01,2.25,74.79
2023-05-20,CAMP_002,LinkedIn Ads,87026,20,34,471.38,0.02,170.0,23.57,13.86
2023-01-03,CAMP_008,Facebook Ads,49373,839,48,625.63,1.7,5.72,0.75,13.03
2023-11-21,CAMP_002,Instagram Ads,34112,336,15,987.26,0.98,4.46,2.94,65.82
2023-05-24,CAMP_010,Facebook Ads,72502,731,3,757.93,1.01,0.41,1.04,252.64
2023-08-27,CAMP_009,Google Ads,98703,135,44,205.92,0.14,32.59,1.53,4.68
2023-03-05,CAMP_003,Instagram Ads,68875,232,6,334.96,0.34,2.59,1.44,55.83
2023-08-04,CAMP_009,Google Ads,40258,721,4,822.86,1.79,0.55,1.14,205.72
2023-10-21,CAMP_007,Instagram Ads,47522,709,7,797.26,1.49,0.99,1.12,113.89
2023-10-02,CAMP_002,Google Ads,10373,368,10,659.33,3.55,2.72,1.79,65.93
2023-07-24,CAMP_003,LinkedIn Ads,22411,313,16,786.1,1.4,5.11,2.51,49.13
2023-09-23,CAMP_008,Facebook Ads,22051,274,24,341.97,1.24,8.76,1.25,14.25
2023-09-10,CAMP_008,Facebook Ads,96943,978,16,586.47,1.01,1.64,0.6,36.65
2023-12-22,CAMP_005,Instagram Ads,87715,300,26,143.07,0.34,8.67,0.48,5.5
2023-12-12,CAMP_008,Instagram Ads,83155,820,38,703.53,0.99,4.63,0.86,18.51
2023-07-27,CAMP_006,Google Ads,1468,203,23,119.74,13.83,11.33,0.59,5.21
2023-10-02,CAMP_004,Facebook Ads,11392,440,11,945.13,3.86,2.5,2.15,85.92
2023-03-14,CAMP_003,Facebook Ads,39039,125,25,549.99,0.32,20.0,4.4,22.0
2023-12-11,CAMP_003,LinkedIn Ads,21279,769,32,967.48,3.61,4.16,1.26,30.23
2023-11-22,CAMP_001,Instagram Ads,73745,296,0,560.47,0.4,0.0,1.89,
2023-10-04,CAMP_002,Google Ads,53413,58,39,335.95,0.11,67.24,5.79,8.61
2023-01-04,CAMP_008,Google Ads,40365,227,2,697.46,0.56,0.88,3.07,348.73
2023-10-22,CAMP_009,LinkedIn Ads,26191,929,6,129.76,3.55,0.65,0.14,21.63
2023-08-22,CAMP_008,Instagram Ads,6742,457,21,567.77,6.78,4.6,1.24,27.04
2023-01-13,CAMP_008,Instagram Ads,24777,132,1,181.39,0.53,0.76,1.37,181.39
2023-07-14,CAMP_009,LinkedIn Ads,27253,678,18,718.32,2.49,2.65,1.06,39.91
2023-09-02,CAMP_006,LinkedIn Ads,93418,921,6,854.27,0.99,0.65,0.93,142.38
2023-08-10,CAMP_006,Instagram Ads,33107,81,28,461.01,0.24,34.57,5.69,16.46
2023-08-15,CAMP_002,Instagram Ads,82335,458,39,364.69,0.56,8.52,0.8,9.35
2023-11-22,CAMP_002,Instagram Ads,20038,55,43,679.6,0.27,78.18,12.36,15.8
2023-01-08,CAMP_008,Facebook Ads,67432,631,40,380.59,0.94,6.34,0.6,9.51
2023-02-26,CAMP_005,LinkedIn Ads,2030,466,38,955.02,22.96,8.15,2.05,25.13
2023-08-23,CAMP_008,Google Ads,65615,139,40,598.83,0.21,28.78,4.31,14.97
2023-08-02,CAMP_007,Instagram Ads,58691,121,44,398.04,0.21,36.36,3.29,9.05
2023-03-24,CAMP_001,Instagram Ads,86104,988,23,134.17,1.15,2.33,0.14,5.83
2023-02-11,CAMP_007,LinkedIn Ads,14687,326,37,863.66,2.22,11.35,2.65,23.34
2023-04-30,CAMP_009,LinkedIn Ads,20093,77,9,980.83,0.38,11.69,12.74,108.98
2023-08-19,CAMP_007,Facebook Ads,11162,160,6,583.57,1.43,3.75,3.65,97.26
2023-05-09,CAMP_003,Facebook Ads,85778,836,8,78.39,0.97,0.96,0.09,9.8
2023-01-27,CAMP_005,Instagram Ads,31013,579,43,838.24,1.87,7.43,1.45,19.49
2023-01-14,CAMP_010,Google Ads,8233,166,32,777.56,2.02,19.28,4.68,24.3
2023-08-20,CAMP_005,Facebook Ads,41065,455,4,772.16,1.11,0.88,1.7,193.04
2023-03-01,CAMP_005,Google Ads,3936,398,45,783.02,10.11,11.31,1.97,17.4
2023-11-22,CAMP_010,LinkedIn Ads,62611,148,16,742.06,0.24,10.81,5.01,46.38
2023-12-15,CAMP_001,LinkedIn Ads,78891,451,46,497.53,0.57,10.2,1.1,10.82
2023-11-13,CAMP_007,Google Ads,9137,597,4,459.7,6.53,0.67,0.77,114.92
2023-05-28,CAMP_003,Facebook Ads,17711,311,9,714.09,1.76,2.89,2.3,79.34
2023-06-05,CAMP_004,Facebook Ads,47209,660,24,771.01,1.4,3.64,1.17,32.13
2023-10-11,CAMP_002,Google Ads,75486,477,18,702.15,0.63,3.77,1.47,39.01
2023-11-21,CAMP_001,Google Ads,62193,642,4,440.77,1.03,0.62,0.69,110.19
2023-04-09,CAMP_005,Instagram Ads,69374,150,13,533.41,0.22,8.67,3.56,41.03
2023-08-28,CAMP_002,LinkedIn Ads,43519,271,5,535.44,0.62,1.85,1.98,107.09
2023-09-02,CAMP_010,Instagram Ads,20671,10,46,870.82,0.05,460.0,87.08,18.93
2023-11-08,CAMP_010,Instagram Ads,49487,881,37,969.65,1.78,4.2,1.1,26.21
2023-04-23,CAMP_003,LinkedIn Ads,48367,726,11,204.52,1.5,1.52,0.28,18.59
2023-06-21,CAMP_005,Google Ads,78653,931,20,360.65,1.18,2.15,0.39,18.03
2023-11-27,CAMP_008,Facebook Ads,83406,732,24,277.44,0.88,3.28,0.38,11.56
2023-07-12,CAMP_002,Facebook Ads,75819,460,35,495.63,0.61,7.61,1.08,14.16
2023-09-29,CAMP_008,LinkedIn Ads,64161,106,8,100.29,0.17,7.55,0.95,12.54
2023-11-23,CAMP_009,Facebook Ads,26505,533,5,131.01,2.01,0.94,0.25,26.2
2023-09-01,CAMP_002,Facebook Ads,3403,911,5,595.2,26.77,0.55,0.65,119.04
2023-03-01,CAMP_006,LinkedIn Ads,39334,501,49,495.64,1.27,9.78,0.99,10.12
2023-04-06,CAMP_004,LinkedIn Ads,3001,61,21,490.5,2.03,34.43,8.04,23.36
2023-07-28,CAMP_007,LinkedIn Ads,39365,168,18,110.66,0.43,10.71,0.66,6.15
2023-08-17,CAMP_007,Instagram Ads,83610,511,34,378.7,0.61,6.65,0.74,11.14
2023-01-04,CAMP_007,LinkedIn Ads,40191,846,21,946.48,2.1,2.48,1.12,45.07
2023-02-13,CAMP_009,Google Ads,11356,230,30,629.15,2.03,13.04,2.74,20.97
2023-10-09,CAMP_005,Google Ads,67954,764,8,254.14,1.12,1.05,0.33,31.77
2023-10-06,CAMP_002,Instagram Ads,55072,843,17,221.04,1.53,2.02,0.26,13.0
2023-02-18,CAMP_007,Google Ads,59274,990,36,763.45,1.67,3.64,0.77,21.21
2023-04-28,CAMP_009,Google Ads,44947,925,32,712.2,2.06,3.46,0.77,22.26
2023-07-19,CAMP_005,Google Ads,39313,274,6,196.34,0.7,2.19,0.72,32.72
2023-05-23,CAMP_004,Facebook Ads,3714,120,22,574.95,3.23,18.33,4.79,26.13
2023-11-21,CAMP_002,LinkedIn Ads,6589,961,47,266.95,14.58,4.89,0.28,5.68
2023-03-22,CAMP_005,Facebook Ads,45627,374,25,855.47,0.82,6.68,2.29,34.22
2023-07-20,CAMP_005,Instagram Ads,66165,865,0,129.3,1.31,0.0,0.15,
2023-02-10,CAMP_007,LinkedIn Ads,63460,575,15,215.1,0.91,2.61,0.37,14.34
2023-07-27,CAMP_010,Google Ads,3720,708,29,65.91,19.03,4.1,0.09,2.27
2023-04-28,CAMP_009,LinkedIn Ads,63464,204,17,406.54,0.32,8.33,1.99,23.91
2023-06-10,CAMP_003,LinkedIn Ads,19284,125,48,350.81,0.65,38.4,2.81,7.31
2023-06-19,CAMP_007,LinkedIn Ads,49648,715,1,379.15,1.44,0.14,0.53,379.15
2023-10-21,CAMP_009,Facebook Ads,3753,776,4,804.22,20.68,0.52,1.04,201.06
2023-11-14,CAMP_004,LinkedIn Ads,75266,376,40,593.4,0.5,10.64,1.58,14.83
2023-12-04,CAMP_003,Facebook Ads,20437,753,7,389.15,3.68,0.93,0.52,55.59
2023-03-19,CAMP_003,Google Ads,83922,67,18,636.29,0.08,26.87,9.5,35.35
2023-04-06,CAMP_003,Facebook Ads,10311,679,41,238.08,6.59,6.04,0.35,5.81
2023-02-09,CAMP_001,Instagram Ads,83726,975,0,507.15,1.16,0.0,0.52,
2023-12-05,CAMP_008,Facebook Ads,25823,437,27,81.21,1.69,6.18,0.19,3.01
2023-05-17,CAMP_007,Google Ads,82386,914,5,53.66,1.11,0.55,0.06,10.73
2023-11-26,CAMP_008,LinkedIn Ads,76440,10,39,61.63,0.01,390.0,6.16,1.58
2023-09-10,CAMP_003,LinkedIn Ads,65428,738,39,874.03,1.13,5.28,1.18,22.41
2023-08-19,CAMP_004,LinkedIn Ads,88194,471,34,130.8,0.53,7.22,0.28,3.85
2023-05-29,CAMP_010,Google Ads,10055,278,3,453.41,2.76,1.08,1.63,151.14
2023-11-29,CAMP_010,LinkedIn Ads,43846,786,15,648.69,1.79,1.91,0.83,43.25
2023-02-25,CAMP_005,LinkedIn Ads,47572,229,4,334.47,0.48,1.75,1.46,83.62
2023-03-30,CAMP_005,Google Ads,71939,64,21,476.79,0.09,32.81,7.45,22.7
2023-12-20,CAMP_005,Instagram Ads,64826,959,24,258.41,1.48,2.5,0.27,10.77
2023-02-18,CAMP_007,Instagram Ads,62375,541,47,547.66,0.87,8.69,1.01,11.65
2023-05-13,CAMP_010,Instagram Ads,21852,947,2,89.63,4.33,0.21,0.09,44.81
2023-12-02,CAMP_006,Instagram Ads,73069,16,43,780.86,0.02,268.75,48.8,18.16
2023-09-08,CAMP_004,Facebook Ads,34982,794,14,82.82,2.27,1.76,0.1,5.92
2023-05-31,CAMP_003,LinkedIn Ads,39758,175,20,621.64,0.44,11.43,3.55,31.08
2023-11-04,CAMP_006,LinkedIn Ads,63830,613,39,876.46,0.96,6.36,1.43,22.47
2023-09-11,CAMP_008,Instagram Ads,9075,198,35,572.51,2.18,17.68,2.89,16.36
2023-10-07,CAMP_006,Google Ads,25295,435,1,666.18,1.72,0.23,1.53,666.18
2023-11-03,CAMP_007,LinkedIn Ads,11047,330,15,65.81,2.99,4.55,0.2,4.39
2023-05-13,CAMP_003,LinkedIn Ads,40299,849,40,372.41,2.11,4.71,0.44,9.31
2023-06-01,CAMP_009,Facebook Ads,58952,676,32,926.53,1.15,4.73,1.37,28.95
